English,French,Spanish
"There they had regularly installed themselves, awaiting the moment to put their abominable schemes into execution.","Là, ils s'étaient vraisemblablement installés en attendant le moment de mettre à exécution leurs abominables projets.","Se habían instalado, esperando el momento de poner en ejecución sus proyectos abominables."
"Ayrton's arrival had surprised them, but they had managed to overpower the unfortunate man, and--the rest may be easily imagined!","L'arrivée d'Ayrton les avait surpris, mais ils étaient parvenus à s'emparer du malheureux, et... la suite se devinait aisément!","La llegada de Ayrton les sorprendió, pero habían conseguido apoderarse del infeliz... Lo demás se adivinaba fácilmente."
"Now, the convicts,--reduced to five, it is true, but well armed,--were roaming the woods, and to venture there was to expose themselves to their attacks, which could be neither guarded against nor prevented.","Maintenant, les convicts -- réduits à cinq, il est vrai, mais bien armés -- rôdaient dans les bois, et s'y aventurer, c'était s'exposer à leurs coups, sans qu'il y eût possibilité ni de les parer, ni de les prévenir.","Entretanto, los malhechores, reducidos a cinco, pero bien armados, vagaban por los bosques y aventurarse contra ellos era exponerse a sus tiros, sin que fuera posible contestarlos ni evitarlos."
"""Wait!",«Attendre!,"–Esperemos, es lo único que se puede hacer –repetía Ciro Smith–."
"""When Herbert is cured, we can organize a general battle of the island, and have satisfaction of these convicts.","Lorsque Harbert sera guéri, nous pourrons organiser une battue générale de l'île et avoir raison de ces convicts.","Cuando Harbert esté curado, podremos organizar una batida general en la isla y acabar con esos miserables."
"That will be the object of our grand expedition at the same time--""","Ce sera l'objet de notre grande expédition, en même temps...",Tal será el objeto de nuestra gran expedición al mismo tiempo que...
"""As the search for our mysterious protector,"" added Gideon Spilett, finishing the engineer's sentence.","-- Que la recherche de notre protecteur mystérieux, ajouta Gédéon Spilett, en achevant la phrase de l'ingénieur.",–Que buscar a nuestro protector misterioso –añadió Gedeón Spilett acabando la frase del ingeniero–.
"""And it must be acknowledged, my dear Cyrus, that this time his protection was wanting at the very moment when it was most necessary to us!""","Ah! Il faut avouer, mon cher Cyrus, que, cette fois, sa protection nous a fait défaut, et au moment même où elle nous eût été le plus nécessaire!","¡Ah! Tenemos que confesar, querido Ciro, que esta vez su protección nos ha faltado y en el momento en que nos era más necesaria."
"""Who knows?"" replied the engineer.",-- Qui sait! répondit l'ingénieur.,–¡Quién sabe! –exclamó el ingeniero.
"""What do you mean?"" asked the reporter.",-- Que voulez-vous dire? demanda le reporter.,–¿Qué quiere usted decir? –preguntó el periodista.
"""That we are not at the end of our trouble yet, my dear Spilett, and that his powerful intervention may have another opportunity of exercising itself.","-- Que nous ne sommes pas au bout de nos peines, mon cher Spilett, et que la puissante intervention aura peut-être encore l'occasion de s'exercer.","–Que aún nos aguardan muchos contratiempos, mi querido Spilett, y que la poderosa intervención de ese ser misterioso tendrá quizá ocasión de ejercitarse en favor nuestro."
But that is not the question now.,Mais il ne s'agit pas de cela.,"Pero no se trata de eso: la vida de Harbert, ante todo."
This was the colonists' saddest thought.,C'était la plus douloureuse préoccupation des colons.,Este era el cuidado más doloroso de los colonos.
"Several days passed, and the poor boy's state was happily no worse.","Or, du temps gagné sur la maladie, c'était beaucoup.",Era mucho haber ganado tiempo contra la enfermedad.
"Cold water, always kept at a suitable temperature, had completely prevented the inflammation of the wounds.","L'eau froide, toujours maintenue à la température convenable, avait absolument empêché l'inflammation des plaies.","El agua fría, siempre mantenida a la temperatura conveniente, había impedido la inflamación de las heridas, y el periodista llegó a creer que aquel agua, un poco sulfurosa, lo cual se explicaba por la proximidad del volcán, tenía una acción más directa sobre la cicatrización."
"The suppuration was much less abundant, and thanks to the incessant care by which he was surrounded!--Herbert returned to life, and his fever abated.","La suppuration était beaucoup moins abondante, et, grâce aux soins incessants dont il était entouré, Harbert revenait à la vie, et sa fièvre tendait à baisser.","La supuración era menos abundante y Harbert, merced a los cuidados incesantes de que estaba rodeado, volvía a la vida, su fiebre era menos intensa."
"He was besides subjected to a severe diet, and consequently his weakness was and would be extreme; but there was no want of refreshing drinks, and absolute rest was of the greatest benefit to him.","Il était, d'ailleurs, soumis à une diète sévère, et, par conséquent, sa faiblesse était et devait être extrême; mais les tisanes ne lui manquaient pas, et le repos absolu lui faisait le plus grand bien.","Además, estaba sometido a una dieta severa y, por consiguiente, su debilidad era y debía ser grande; pero no faltaban las tisanas y el reposo absoluto le hacía bien."
"Cyrus Harding, Gideon Spilett, and Pencroft had become very skilful in dressing the lad's wounds.","Cyrus Smith, Gédéon Spilett et Pencroff étaient devenus très habiles à panser le jeune blessé.","Ciro Smith, Gedeón Spilett y Pencroff se habían hecho muy hábiles para curar al joven herido."
All the linen in the house had been sacrificed.,Tout le linge de l'habitation avait été sacrifié.,Habían sacrificado todo el lienzo que había en la habitación.
"Herbert's wounds, covered with compresses and lint, were pressed neither too much nor too little, so as to cause their cicatrization without effecting any inflammatory reaction.","Les plaies d'Harbert, recouvertes de compresses et de charpie, n'étaient serrées ni trop ni trop peu, de manière à provoquer leur cicatrisation sans déterminer de réaction inflammatoire.","Las heridas de Harbert, cubiertas de compresas y de hilas, no estaban ni comprimidas ni holgadas, de manera que se provocase la cicatrización sin determinar ninguna reacción inflamatoria."
"The reporter used extreme care in the dressing, knowing well the importance of it, and repeating to his companions that which most surgeons willingly admit, that it is perhaps rarer to see a dressing well done than an operation well performed.","Le reporter apportait à ces pansements un soin extrême, sachant bien quelle en était l'importance, et répétant à ses compagnons ce que la plupart des médecins reconnaissent volontiers: c'est qu'il est plus rare peut-être de voir un pansement bien fait qu'une opération bien faite.","El periodista hacía las curas con cuidado, sabiendo cuán importante era esto y repitiendo a sus compañeros lo que reconocen espontáneamente la mayor parte de los médicos; a saber: que es más raro ver una cura bien hecha, que una operación bien practicada."
"In ten days, on the 22nd of November, Herbert was considerably better.","Au bout de dix jours, le 22 novembre, Harbert allait sensiblement mieux.","Al cabo de diez días, el 22 de noviembre, Harbert mejoraba a ojos vistas, y había comenzado a tomar algún alimento."
"The color was returning to his cheeks, and his bright eyes smiled at his nurses.","Les couleurs revenaient à ses joues, et ses bons yeux souriaient à ses gardes- malades.","Volvían los colores a las mejillas y miraba, sonriéndose, a sus enfermeros."
"He talked a little, notwithstanding Pencroft's efforts, who talked incessantly to prevent him from beginning to speak, and told him the most improbable stories.","Il causait un peu, malgré les efforts de Pencroff, qui, lui, parlait tout le temps pour l'empêcher de prendre la parole et racontait les histoires les plus invraisemblables.","Hablaba un poco, a pesar de los esfuerzos de Pencroff, que charlaba sin cesar para impedirle tomar la palabra y le contaba las historias más inverosímiles."
"Herbert had questioned him on the subject of Ayrton, whom he was astonished not to see near him, thinking that he was at the corral.","Harbert l'avait interrogé au sujet d'Ayrton, qu'il était étonné de ne pas voir près de lui, pensant qu'il devait être au corral.","Harbert le había preguntado por Ayrton, porque le extrañaba no verlo allí y pensaba que debería estar en la dehesa, pero el marino, que no quería afligirlo, se había contentado con responder que Ayrton había marchado al Palacio de granito para defenderlo con Nab."
"""Humph!"" said Pencroft, ""these pirates! they are gentlemen who have no right to any consideration!","«Hein! disait-il, ces pirates! Voilà des gentlemen qui n'ont plus droit à aucun égard!","–¡Ah! –decía–, esos piratas son unos caballeros que no tienen derecho a ninguna consideración de nuestra parte."
And the captain wanted to win them by kindness!,Et M Smith qui voulait les prendre par les sentiments!,¡Y el señor Smith que confiaba en atraerlos con buenos sentimientos!
"I'll send them some kindness, but in the shape of a good bullet!""","Je leur enverrai du sentiment, moi, mais en bon plomb de calibre!","Yo les enviaré un buen sentimiento, pero será con una bala de grueso calibre."
"""And have they not been seen again?"" asked Herbert.",-- Et on ne les a pas revus? demanda Harbert.,–¿Y no se les ha vuelto a ver? –preguntó Harbert.
"""No, my boy,"" answered the sailor, ""but we shall find them, and when you are cured we shall see if the cowards who strike us from behind will dare to meet us face to face!""","-- Non, mon enfant, répondit le marin, mais nous les retrouverons, et, quand vous serez guéri, nous verrons si ces lâches, qui frappent par derrière, oseront nous attaquer face à face!","–No, hijo mío –contestó el marino–, pero los encontraremos."
"""I am still very weak, my poor Pencroft!""","-- Je suis encore bien faible, mon pauvre Pencroff!","Cuando estés curado, veremos si esos cobardes, que hieren por detrás, se atreven a atacarnos cara a cara. –Estoy todavía muy débil, mi pobre Pencroff."
"""Well! your strength will return gradually!",-- Eh! Les forces reviendront peu à peu!,–¡Bah! Las fuerzas volverán poco a poco.
What's a ball through the chest?,Qu'est-ce qu'une balle à travers la poitrine?,¿Qué es una bala a través del pecho?
Nothing but a joke!,Une simple plaisanterie!,¡Una friolera!
"I've seen many, and I don't think much of them!""","J'en ai vu bien d'autres, et je ne m'en porte pas plus mal!»",Yo he tenido algunas y no por eso me siento menos fuerte.
"At last things appeared to be going on well, and if no complication occurred, Herbert's recovery might be regarded as certain.","Enfin, les choses paraissaient être pour le mieux, et, du moment qu'aucune complication ne survenait, la guérison d'Harbert pouvait être regardée comme assurée.","Las cosas parecían tomar buen cariz y, desde el momento en que no se había presentado ninguna complicación, la curación de Harbert podía considerarse como asegurada."
"But what would have been the condition of the colonists if his state had been aggravated,--if, for example, the ball had remained in his body, if his arm or his leg had had to be amputated?","Mais quelle eût été la situation des colons si son état se fût aggravé, si, par exemple, la balle lui fût restée dans le corps, si son bras ou sa jambe avaient dû être amputés!","¿Pero cuál hubiera sido la situación de los colonos si su estado se hubiera agravado; si, por ejemplo, se hubiera quedado la bala en el cuerpo o hubieran tenido que amputar al joven el brazo o la pierna?"
"""No,"" said Spilett more than once, ""I have never thought of such a contingency without shuddering!""","«Non, dit plus d'une fois Gédéon Spilett, je n'ai jamais pensé à une telle éventualité sans frémir!","–No –dijo más de una vez Gedeón Spilett–, nunca pensé sin temblar en una eventualidad semejante."
"""And yet, if it had been necessary to operate,"" said Harding one day to him, ""you would not have hesitated?""","-- Et cependant, s'il avait fallu agir, lui répondit un jour Cyrus Smith, vous n'auriez pas hésité?","–Y sin embargo, si hubiera sido preciso operarlo –dijo un día Ciro Smith–, creo que no hubiera usted vacilado."
"""No, Cyrus!"" said Gideon Spilett, ""but thank God that we have been spared this complication!""","-- Non, Cyrus! dit Gédéon Spilett, mais que Dieu soit béni de nous avoir épargné cette complication!»","–No, Ciro –repuso Gedeón Spilett–, pero bendito sea Dios que nos ha evitado ese duro trance."
"As in so many other conjectures, the colonists had appealed to the logic of that simple good sense of which they had made use so often, and once more, thanks to their general knowledge, it had succeeded!","Ainsi que dans tant d'autres conjonctures, les colons avaient fait appel à cette logique du simple bon sens qui les avait tant de fois servis, et encore une fois, grâce à leurs connaissances générales, ils avaient réussi!","Los colonos, en ésta como en todas las demás circunstancias, habían apelado a esa lógica del buen sentido, que tantas veces les había sido útil y habían logrado buen éxito, gracias a sus conocimientos generales."
But might not a time come when all their science would be at fault?,Mais le moment ne viendrait-il pas où toute leur science serait mise en défaut?,¿Pero no vendría un momento en que fuese inútil toda su ciencia?
They were alone on the island.,Ils étaient seuls sur cette île.,Estaban solos en aquella isla y los hombres se completan en la sociedad y son necesarios los unos a los otros.
"Cyrus Harding knew this well, and sometimes he asked if some circumstance might not occur which they would be powerless to surmount.","Cyrus Smith le savait bien, et quelquefois il se demandait si quelque circonstance ne se produirait pas, qu'ils seraient impuissants à surmonter!",Ciro Smith lo sabía perfectamente y algunas veces se preguntaba si no vendrían circunstancias que les fuera imposible dominar.
"It appeared to him besides, that he and his companions, till then so fortunate, had entered into an unlucky period.","Il lui semblait, d'ailleurs, que ses compagnons et lui, jusque-là si heureux, fussent entrés dans une période néfaste.","Le parecía, además, que sus compañeros y él, hasta entonces felices, habían entrado en un período nefasto."
"During the two years and a half which had elapsed since their escape from Richmond, it might be said that they had had everything their own way.","Depuis plus de deux ans et demi qu'ils s'étaient échappés de Richmond, on peut dire que tout avait été à leur gré.",Hacía más de dos años y medio que se habían escapado de Richmond y desde entonces puede decirse que todo iba a medida de sus deseos.
"The island had abundantly supplied them with minerals, vegetables, animals, and as Nature had constantly loaded them, their science had known how to take advantage of what she offered them.","L'île leur avait abondamment fourni minéraux, végétaux, animaux, et si la nature les avait constamment comblés, leur science avait su tirer parti de ce qu'elle leur offrait.","La isla les había dado abundantemente minerales, vegetales y animales; y, si la naturaleza les había prodigado sus dones, su ciencia les había puesto en situación de sacar partido de cuanto se les ofrecía."
The wellbeing of the colony was therefore complete.,Le bien-être matériel de la colonie était pour ainsi dire complet.,"El bienestar de la colonia era, por decir así, completo."
"Moreover, in certain occurrences an inexplicable influence had come to their aid!... But all that could only be for a time.","De plus, en de certaines circonstances, une influence inexplicable leur était venue en aide!... mais tout cela ne pouvait avoir qu'un temps!","Además, en ciertas circunstancias había acudido en su socorro una influencia inexplicable..., pero todo esto debía tener su término."
"In short, Cyrus Harding believed that fortune had turned against them.","Bref, Cyrus Smith croyait s'apercevoir que la chance semblait tourner contre eux.","En una palabra, Ciro Smith creía observar que la fortuna iba a volverse contra ellos."
"In fact, the convicts' ship had appeared in the waters of the island, and if the pirates had been, so to speak, miraculously destroyed, six of them, at least, had escaped the catastrophe.","En effet, le navire des convicts avait paru dans les eaux de l'île, et si ces pirates avaient été pour ainsi dire miraculeusement détruits, six d'entre eux, du moins, avaient échappé à la catastrophe.","El buque corsario se había presentado en las aguas de la isla y, sí los piratas habían sido destruidos, digámoslo así, milagrosamente, seis de ellos por lo menos se habían librado de la catástrofe desembarcando en la isla, y los cinco que sobrevivían estaban allí, siendo casi imposible agarrarlos."
"Ayrton had no doubt been murdered by these wretches, who possessed firearms, and at the first use that they had made of them, Herbert had fallen, wounded almost mortally.","Ayrton avait été, sans aucun doute, massacré par ces misérables, qui possédaient des armes à feu, et, au premier emploi qu'ils en avaient fait, Harbert était tombé, frappé presque mortellement.","Ayrton, sin duda, había sido asesinado por aquellos miserables, que poseían armas de fuego, y habían herido a Harbert casi mortalmente."
Were these the first blows aimed by adverse fortune at the colonists?,Étaient-ce donc là les premiers coups que la fortune contraire adressait aux colons?,¿Eran los primeros golpes que la fortuna contraria descargaba contra los colonos?
This was often asked by Harding.,Voilà ce que se demandait Cyrus Smith!,"Esta era la pregunta que se hacía interiormente Ciro Smith; era lo que se repetía con frecuencia el periodista, pareciéndole también que la intervención tan extraña como eficaz, que tanto les había servido hasta entonces, se apartaba de ellos."
"Had this mysterious being, whatever he was, whose existence could not be denied, abandoned the island?","Cet être mystérieux, quel qu'il fût, dont ils ne pouvaient nier l'existence, avait-il donc abandonné l'île?","Aquel ser misterioso, cualquiera que fuese, cuya existencia no podían negar, ¿había abandonado la isla?, ¿había sucumbido?"
No reply was possible to these questions.,"À ces questions, aucune réponse n'était possible.","A estas preguntas no era posible dar respuesta, pero no hay que suponer que Ciro Smith y sus compañeros, porque hablasen de esas cosas, estuviesen desesperados."
"They looked their situation in the face, they analyzed the chances, they prepared themselves for any event, they stood firm and straight before the future, and if adversity was at last to strike them, it would find in them men prepared to struggle against it.","Ils regardaient la situation en face, ils analysaient les chances, ils se préparaient à tout événement, ils se posaient fermes et droits devant l'avenir, et si l'adversité devait enfin les frapper, elle trouverait en eux des hommes préparés à la combattre.","Lejos de eso, miraban la situación cara a cara, analizaban las probabilidades favorables y contrarias, se preparaban a todo evento y se erguían con firmeza ante el porvenir. Si la adversidad venía de cara, encontraría en ellos hombres preparados para combatirla."
Chapter 9,CHAPITRE IX,9. Nab se pone en contacto con ellos y abandonan la dehesa
"The convalescence of the young invalid was regularly progressing. One thing only was now to be desired, that his state would allow him to be brought to Granite House.","La convalescence du jeune malade marchait régulièrement. Une seule chose était maintenant à désirer, c'était que son état permît de le ramener à Granite-House.",La convalecencia del joven enfermo marchaba regularmente y sólo deseaban que su estado permitiese trasladarlo al Palacio de granito.
"However well built and supplied the corral house was, it could not be so comfortable as the healthy granite dwelling.","Quelque bien aménagée et approvisionnée que fût l'habitation du corral, on ne pouvait y trouver le confortable de la saine demeure de granit.","Por bien amueblada y provista que estuviese la habitación de la dehesa, no podían encontrar allí la comodidad ni la salubridad de la morada granítica."
"Besides, it did not offer the same security, and its tenants, notwithstanding their watchfulness, were here always in fear of some shot from the convicts.","En outre, elle n'offrait pas la même sécurité, et ses hôtes, malgré leur surveillance, y étaient toujours sous la menace de quelque coup de feu des convicts.","Además, no ofrecía la misma seguridad y sus huéspedes, a pesar de su vigilancia, continuaban bajo la amenaza de algún lazo de los presidiarios."
"There, on the contrary, in the middle of that impregnable and inaccessible cliff, they would have nothing to fear, and any attack on their persons would certainly fail.","Là-bas, au contraire, au milieu de cet inexpugnable et inaccessible massif, ils n'auraient rien à redouter, et toute tentative contre leurs personnes devrait forcément échouer.","Por el contrario, en el Palacio de granito, en medio de aquel asilo inaccesible e inexpugnable, nada tenían que temer y forzosamente había de frustrarse cualquier tentativa que se hiciera contra sus personas."
"They therefore waited impatiently for the moment when Herbert might be moved without danger from his wound, and they were determined to make this move, although the communication through Jacamar Wood was very difficult.","Ils attendaient donc impatiemment le moment auquel Harbert pourrait être transporté sans danger pour sa blessure, et ils étaient décidés à opérer ce transport, bien que les communications à travers les bois du jacamar fussent très difficiles.",Esperaban impacientes la hora en que Harbert pudiese ser trasladado sin temor por su herida y estaban decididos a hacerlo por difíciles que fueran las comunicaciones a través del bosque del Jacamar.
"They had no news from Neb, but were not uneasy on that account.","On était sans nouvelles de Nab, mais sans inquiétude à son égard.","No tenían noticias de Nab, pero no alarmaba a los colonos, porque el valiente negro, atrincherado en las profundidades del Palacio de granito, no era probable que se dejase sorprender."
"Top had not been sent again to him, as it appeared useless to expose the faithful dog to some shot which might deprive the settlers of their most useful auxiliary.","Top ne lui avait pas été renvoyé, et il avait paru inutile d'exposer le fidèle chien à quelque coup de fusil qui eût privé les colons de leur plus utile auxiliaire.","No le habían enviado otra vez a Top, porque había parecido inútil exponer al fiel perro a un tiro, que hubiera privado a los colonos de su auxiliar más útil."
"They waited, therefore, although they were anxious to be reunited at Granite House.","On attendait donc, mais les colons avaient hâte d'être réunis à Granite-House.","Esperaban, pero deseaban ardientemente verse reunidos en el Palacio de granito."
"It pained the engineer to see his forces divided, for it gave great advantage to the pirates.","Il en coûtait à l'ingénieur de voir ses forces divisées, car c'était faire le jeu des pirates.","No quería el ingeniero ver divididas sus fuerzas, porque esta división convenía a los planes de los presidiarios."
"Since Ayrton's disappearance they were only four against five, for Herbert could not yet be counted, and this was not the least care of the brave boy, who well understood the trouble of which he was the cause.","Depuis la disparition d'Ayrton, ils n'étaient plus que quatre contre cinq, car Harbert ne pouvait compter encore, et ce n'était pas le moindre souci du brave enfant, qui comprenait bien les embarras dont il était la cause!","Desde la desaparición de Ayrton, ya no eran más que cuatro o cinco, y no era éste el menor cuidado que agitaba al valiente joven, que comprendía las dificultades de que era causa su enfermedad."
"The question of knowing how, in their condition, they were to act against the pirates, was thoroughly discussed on the 29th of November by Cyrus Harding, Gideon Spilett, and Pencroft, at a moment when Herbert was asleep and could not hear them.","La question de savoir comment, dans les conditions actuelles, on agirait contre les convicts, fut traitée à fond dans la journée du 29 novembre entre Cyrus Smith, Gédéon Spilett et Pencroff, à un moment où Harbert, assoupi, ne pouvait les entendre.","La cuestión relativa a lo que debía hacerse en las condiciones actuales respecto a los piratas, fue tratada a fondo el día 29 de noviembre entre Ciro Smith, Gedeón Spilett y Pencroff en un momento en que Harbert, adormecido, no podía oírlos."
"""My friends,"" said the reporter, after they had talked of Neb and of the impossibility of communicating with him, ""I think,--like you, that to venture on the road to the corral would be to risk receiving a gunshot without being able to return it.","«Mes amis, dit le reporter, après qu'il eut été question de Nab et de l'impossibilité de communiquer avec lui, je crois, comme vous, que se hasarder sur la route du corral, ce serait risquer de recevoir un coup de fusil sans pouvoir le rendre.","–Amigos –dijo el periodista, después que se hubo hablado de Nab y de la imposibilidad de comunicarse con él–, creo que aventurarse por el camino del Palacio de granito sería exponerse a recibir un tiro sin poder devolverlo."
"But do you not think that the best thing to be done now is to openly give chase to these wretches?""","Mais ne pensez- vous pas que ce qu'il conviendrait de faire maintenant, ce serait de donner franchement la chasse à ces misérables?",¿Pero no piensan que lo que convenía hacer ahora sería dar francamente caza a esos miserables?
"""That is just what I was thinking,"" answered Pencroft.","-- C'est à quoi je songeais, répondit Pencroff.",–Es lo que yo estaba pensando –repuso Pencroff–.
"""I believe we're not fellows to be afraid of a bullet, and as for me, if Captain Harding approves, I'm ready to dash into the forest!","Nous n'en sommes pas, je suppose, à redouter une balle, et, pour mon compte, si Monsieur Cyrus m'approuve, je suis prêt à me jeter sur la forêt!","Ninguno de nosotros teme una bala, supongo yo, y por mi parte, si el señor Ciro lo aprueba, estoy dispuesto a lanzarme al bosque: ¡qué diablo, un hombre vale tanto como otro!"
"Why, hang it, one man is equal to another!""",Que diable! un homme en vaut un autre!,–¿Pero vale por cinco? –preguntó el ingeniero.
"""But is he equal to five?"" asked the engineer.",-- Mais en vaut-il cinq? demanda l'ingénieur.,–Yo iré con Pencroff –contestó el periodista–.
"""I will join Pencroft,"" said the reporter, ""and both of us, well-armed and accompanied by Top--""","-- Je me joindrai à Pencroff, répondit le reporter, et tous deux, bien armés, accompagnés de Top...",Ambos bien armados y acompañados de Top...
"""My dear Spilett, and you, Pencroft,"" answered Harding, ""let us reason coolly.","-- Mon cher Spilett, et vous, Pencroff, reprit Cyrus Smith, raisonnons froidement.","–Querido Spilett y Pencroff –dijo Ciro Smith–, razonemos fríamente."
"If the convicts were hid in one spot of the island, if we knew that spot, and had only to dislodge them, I would undertake a direct attack; but is there not occasion to fear, on the contrary, that they are sure to fire the first shot?""","Si les convicts étaient gîtés dans un endroit de l'île, si cet endroit nous était connu, et s'il ne s'agissait que de les en débusquer, je comprendrais une attaque directe. Mais n'y a-t-il pas lieu de craindre, au contraire, qu'ils ne soient assurés de tirer le premier coup de feu?","Si los malhechores estuviesen ocultos en algún rincón de la isla y ese sitio nos fuese conocido; si no se tratase más que de atacarlos, comprendería lo que proponen. Pero, por el contrario, lo que hay que temer es que tengan la seguridad de ser ellos los que hagan la primera descarga."
"""Well, captain,"" cried Pencroft, ""a bullet does not always reach its mark.""","-- Eh, Monsieur Cyrus, s'écria Pencroff, une balle ne va pas toujours à son adresse!","–¡Eh, señor Ciro! –exclamó Pencroff–. Una bala no siempre llega al sitio donde se la envía."
"""That which struck Herbert did not miss, Pencroft,"" replied the engineer.","-- Celle qui a frappé Harbert ne s'est pas égarée, Pencroff, répondit l'ingénieur.","–La que ha herido a Harbert no se ha extraviado, Pencroff –dijo el ingeniero–."
"""Besides, observe that if both of you left the corral I should remain here alone to defend it.","D'ailleurs, remarquez que si tous les deux vous quittiez le corral, j'y resterais seul pour le défendre.","Por otra parte, observe que, si los dos nos dejan, yo estaré solo para defenderlo."
"Do you imagine that the convicts will not see you leave it, that they will not allow you to enter the forest, and that they will not attack it during your absence, knowing that there is no one here but a wounded boy and a man?""","Répondez-vous que les convicts ne vous verront pas l'abandonner, qu'ils ne vous laisseront pas vous engager dans la forêt, et qu'ils ne l'attaqueront pas pendant votre absence, sachant qu'il n'y aura plus ici qu'un enfant blessé et un homme.","¿Responden ustedes de que los presidiarios no les vean abandonarlo y les dejen meterse en el bosque para atacarnos durante su ausencia, sabiendo que aquí no hay más que un hombre y un niño herido?"
"""You are right, captain,"" replied Pencroft, his chest swelling with sullen anger.","-- Vous avez raison, Monsieur Cyrus, répondit Pencroff, dont une sourde colère gonflait la poitrine, vous avez raison.","–Tiene usted razón, señor Ciro –dijo Pencroff, cuyo pecho rebosaba de sorda cólera–, tiene usted razón."
"""You are right; they will do all they can to retake the corral, which they know to be well stored; and alone you could not hold it against them.""","Ils feront tout pour reprendre le corral, qu'ils savent être bien approvisionné! Et, seul, vous ne pourriez tenir contre eux!","Harán todo lo posible para recobrar la dehesa, sabiendo que tiene provisiones abundantes. ¡Ah!"
"""Oh, if we were only at Granite House!""",Ah! Si nous étions à Granite-House!,¡Si estuviéramos en el Palacio de granito! ...
"""If we were at Granite House,"" answered the engineer, ""the case would be very different.","-- Si nous étions à Granite-House, répondit l'ingénieur, la situation serait très différente!","–Si estuviéramos en el Palacio de granito –repuso el ingeniero–, la situación sería muy diferente."
"There I should not be afraid to leave Herbert with one, while the other three went to search the forests of the island.","Là, je ne craindrais pas de laisser Harbert avec l'un de nous, et les trois autres iraient fouiller les forêts de l'île.","Allí no temería dejar a Harbert con uno de nosotros, y los otros tres irían a registrar los bosques de la isla."
"But we are at the corral, and it is best to stay here until we can leave it together.""","Mais nous sommes au corral, et il convient d'y rester jusqu'au moment où nous pourrons le quitter tous ensemble!»",Pero estamos en la dehesa y conviene permanecer aquí hasta el momento en que todos juntos podamos abandonar este sitio.
"Cyrus Harding's reasoning was unanswerable, and his companions understood it well.","Il n'y avait rien à répondre aux raisonnements de Cyrus Smith, et ses compagnons le comprirent bien.",No había nada que responder a los razonamientos de Ciro Smith. Sus compañeros lo comprendieron perfectamente.
"""If only Ayrton was still one of us!"" said Gideon Spilett.",«Si seulement Ayrton eût encore été des nôtres! dit Gédéon Spilett.,–¡Si tuviéramos siquiera a Ayrton! –dijo Ciro Smith. –¡Pobre hombre!
"""Poor fellow! his return to social life will have been but of short duration.""",Pauvre homme! Son retour à la vie sociale n'aura été que de courte durée!,Su vuelta a la vida social ha sido de corta duración.
"""If he is dead,"" added Pencroft, in a peculiar tone.",-- S'il est mort?... ajouta Pencroff d'un ton assez singulier.,–¿Cree que ha muerto?... –añadió Pencroff en tono singular.
"""Do you hope, then, Pencroft, that the villains have spared him?"" asked Gideon Spilett.","-- Espérez-vous donc, Pencroff, que ces coquins l'aient épargné? demanda Gédéon Spilett.","–¿Cree, Pencroff, que esos tunantes le habrán perdonado? –preguntó Gedeón Spilett."
"""Yes, if they had any interest in doing so.""",-- Oui! S'ils ont eu intérêt à le faire!,–Igual han llegado a pactar. –¡Cómo!
"""What! you suppose that Ayrton finding his old companions, forgetting all that he owes us--""","-- Quoi! Vous supposeriez qu'Ayrton, retrouvant ses anciens complices, oubliant tout ce qu'il nous doit...","¿Podría suponer que Ayrton, al encontrar a sus antiguos cómplices, olvidando lo que nos debe...?"
"""Who knows?"" answered the sailor, who did not hazard this shameful supposition without hesitating.","-- Que sait-on? répondit le marin, qui ne hasardait pas sans hésiter cette fâcheuse supposition.","–¡Quién sabe! –exclamó el marino, que no aventuraba sin vacilar aquella desagradable suposición."
"""Pencroft,"" said Harding, taking the sailor's arm, ""that is a wicked idea of yours, and you will distress me much if you persist in speaking thus.","-- Pencroff, dit Cyrus Smith en prenant le bras du marin, vous avez là une mauvaise pensée, et vous m'affligeriez beaucoup si vous persistiez à parler ainsi!","–Pencroff –dijo Ciro Smith, tomando el brazo del marino–, ha tenido usted un mal pensamiento, y me dolería que persistiese en su postura."
"I will answer for Ayrton's fidelity.""",Je garantis la fidélité d'Ayrton!,Yo respondo de la fidelidad de Ayrton.
"""And I also,"" added the reporter quickly.","-- Moi aussi, ajouta vivement le reporter.",–Y yo también –añadió vivamente el periodista.
"""Yes, yes, captain, I was wrong,"" replied Pencroft; ""it was a wicked idea indeed that I had, and nothing justifies it.","-- Oui... oui!... Monsieur Cyrus... j'ai tort, répondit Pencroff. C'est une mauvaise pensée, en effet, que j'ai eue là, et rien ne la justifie!","–Sí, sí, señor Ciro..., he hecho mal –repuso Pencroff–."
But what can I do?,Mais que voulez-vous?,Ha sido un mal pensamiento que se me ha ocurrido. Pero ¿qué quiere usted?
I'm not in my senses.,Je n'ai plus tout à fait la tête à moi.,No estoy en mí: no soy dueño de mis pensamientos.
"This imprisonment in the corral wearies me horribly, and I have never felt so excited as I do now.","Cet emprisonnement au corral me pèse horriblement, et je n'ai jamais été surexcité comme je le suis!",Este confinamiento en la dehesa se me hace insoportable y jamás me he encontrado tan excitado como lo estoy en este instante.
